"Quarter","GB_CPI_QTR0","GB_CPI_QTR1","GB_CPI_QTR2","GB_CPI_QTR3","GB_CPI_QTR4","GB_CPI_QTR5","deflator","cpi_change","president","term","presTerm","EligibleReElect","pres_party","pres_election","time_to_election","ElectionPeriod","senate_dems","senate_rep","house_dems","house_rep","senate_dem_rep","house_dem_rep","manufoutput","recession","sales","DebtGDP","ExpenditureGDP","PotentialGDP","UNRATE","GB_Unemp0","GB_Unemp1","GB_Unemp2","GB_Unemp3","GB_Unemp4","GB_Unemp5","FedFunds","FedFunds2qChange","DiscountRate","DiscountRate1qChange","DiscountRate2qChange","DiscountRate3qChange","DiscountRate4qChange","DiscountRate5qChange","DeficitGDP"
"113",1993.4,2.5,2.6,2.5,2.1,2,2.3,2.16417,2.76978,"Clinton",1,"Clinton1",1,1,0,12,0,57,43,258,176,1.325581,1.465909,3.9,0,4.66993,66.56619,22.46324,101.7773,6.6,6.8,6.7,6.7,6.7,6.7,6.7,2.99,0,3,0,0,0,0,-0.06,-3.82534
"114",1994.1,3,2.3,2.2,2.1,2.6,2.1,2.09945,2.53937,"Clinton",1,"Clinton1",1,1,0,11,0,57,43,258,176,1.325581,1.465909,3.7,0,5.66231,66.16065,21.87586,101.5456,6.6,7,6.9,6.9,6.8,6.8,6.8,3.21,0.05,3.25,0.08,0.08,0.08,0.08,0.08,-2.86775
"115",1994.2,1.9,2.3,2.2,2.5,2,1.9,2.03818,2.38237,"Clinton",1,"Clinton1",1,1,0,10,0,57,43,258,176,1.325581,1.465909,5.6,0,5.47656,65.95122,21.66432,100.9071,6.2,6.5,6.8,6.6,6.6,6.6,6.6,3.94,0.24,4.08,0.2,0.27,0.27,0.27,0.27,-2.86775
"116",1994.3,1.5,2.5,2.6,2.1,2.1,2,2.13186,2.85493,"Clinton",1,"Clinton1",1,1,0,9,0,57,43,258,176,1.325581,1.465909,6.8,0,5.16651,65.80036,21.7715,100.9647,6,6.2,6.2,6.2,6.2,6.3,6.3,4.49,0.29,4.58,0.11,0.29,0.35,0.35,0.35,-2.86775
"117",1994.4,2,3.1,2.8,2.6,2.4,2.6,2.12809,2.60333,"Clinton",1,"Clinton1",1,1,0,8,0,57,43,258,176,1.325581,1.465909,7.6,0,5.66079,66.22541,21.77368,100.607,5.6,5.7,5.7,5.8,6,6.1,6.2,5.17,0.24,5.25,0.13,0.22,0.38,0.43,0.43,-2.86775
"118",1995.1,3.1,2.4,2.3,2.3,2.6,2.4,2.1775,2.84049,"Clinton",1,"Clinton1",1,1,0,7,0,48,52,204,230,0.9230769,0.8869565,8.1,0,3.30237,66.56152,21.90019,101.1358,5.5,5.3,5.3,5.4,5.4,5.5,5.5,5.81,0.23,5.83,0.1,0.21,0.3,0.44,0.49,-2.21118
"119",1995.2,2.7,2.6,2.4,2.7,2.4,2.4,2.15179,3.09558,"Clinton",1,"Clinton1",1,1,0,6,0,48,52,204,230,0.9230769,0.8869565,5.7,0,2.6517,67.31249,21.93371,101.6857,5.7,5.7,5.7,5.8,5.8,5.8,5.8,6.02,0.14,6,0.03,0.12,0.24,0.32,0.46,-2.21118
"120",1995.3,2.5,2.4,2.4,2,2,2,2.01001,2.6642,"Clinton",1,"Clinton1",1,1,0,5,0,48,52,204,230,0.9230769,0.8869565,4.6,0,2.59066,66.74248,21.79537,101.5606,5.7,5.8,5.8,5.8,5.9,5.9,5.9,5.8,0,5.75,-0.04,-0.01,0.09,0.2,0.29,-2.21118
"121",1995.4,2.1,2.5,2.2,2.1,1.9,2.1,2.00928,2.62608,"Clinton",1,"Clinton1",1,1,0,4,0,48,52,204,230,0.9230769,0.8869565,2.8,0,1.48069,66.14074,21.45045,101.6427,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.72,-0.05,5.67,-0.01,-0.06,-0.03,0.07,0.19,-2.21118
"122",1996.1,3,2.4,2.5,2.5,2.8,2.7,1.93821,2.78391,"Clinton",1,"Clinton1",1,1,0,3,0,48,52,204,230,0.9230769,0.8869565,1.2,0,2.89435,67.00251,21.75905,101.6994,5.5,5.6,5.6,5.6,5.6,5.6,5.6,5.36,-0.08,5.25,-0.08,-0.1,-0.14,-0.11,0,-1.37056
"123",1996.2,2.5,3.2,2.9,3.1,2.8,2.9,1.85836,2.82709,"Clinton",1,"Clinton1",1,1,0,2,0,48,52,204,230,0.9230769,0.8869565,3.2,0,3.24282,66.16764,21.42821,100.7397,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.24,-0.09,5.25,0,-0.08,-0.1,-0.14,-0.11,-1.37056
"124",1996.3,2.3,3,3,2.8,2.8,2.8,1.93249,2.89991,"Clinton",1,"Clinton1",1,1,0,1,1,48,52,204,230,0.9230769,0.8869565,4.3,0,2.4276,66.19802,21.1854,100.8413,5.3,5.4,5.4,5.4,5.4,5.4,5.4,5.31,-0.01,5.25,0,0,-0.08,-0.1,-0.14,-1.37056
"125",1996.4,2.5,2.9,2.4,2.4,2.4,2.7,1.87515,3.23162,"Clinton",1,"Clinton1",1,1,1,0,1,48,52,204,230,0.9230769,0.8869565,4.8,0,2.80118,66.3489,21.10433,100.4537,5.3,5.2,5.2,5.2,5.2,5.2,5.2,5.28,0.01,5.25,0,0,0,-0.08,-0.1,-1.37056
"126",1997.1,3.2,2.7,2.2,2.3,2.8,2.7,1.84206,2.94453,"Clinton",2,"Clinton2",0,1,0,15,0,45,55,207,226,0.8181818,0.9159292,6.9,0,3.27433,66.12867,20.86764,100.3552,5.2,5.2,5.1,5.1,5.1,5.1,5,5.28,-0.01,5.33,0.02,0.02,0.02,0.02,-0.06,-0.26264
"127",1997.2,2.1,2.3,2.4,2.6,2.7,2.7,1.92092,2.30179,"Clinton",2,"Clinton2",0,1,0,14,0,45,55,207,226,0.8181818,0.9159292,6.6,0,1.69168,64.95446,20.68674,99.91301,5,5,4.9,4.8,4.8,4.8,4.8,5.52,0.04,5.5,0.03,0.05,0.05,0.05,0.05,-0.26264
"128",1997.3,1.9,2.1,2.3,2.3,2.3,2.4,1.70146,2.22505,"Clinton",2,"Clinton2",0,1,0,13,0,45,55,207,226,0.8181818,0.9159292,7.3,0,3.30019,64.36635,20.36885,99.42568,4.9,4.8,4.7,4.7,4.7,4.7,4.7,5.53,0.05,5.5,0,0.03,0.05,0.05,0.05,-0.26264
"129",1997.4,1.7,2.2,2,2,2,2.3,1.62325,1.89075,"Clinton",2,"Clinton2",0,1,0,12,0,45,55,207,226,0.8181818,0.9159292,8.5,0,2.31115,64.6906,20.47921,99.50856,4.7,4.8,4.7,4.6,4.6,4.7,4.7,5.51,0,5.5,0,0,0.03,0.05,0.05,-0.26264
"130",1998.1,1.8,1.6,1.6,1.7,1.9,1.6,1.2597,1.48278,"Clinton",2,"Clinton2",0,1,0,11,0,45,55,207,226,0.8181818,0.9159292,7.6,0,1.76651,64.44232,20.06953,99.4012,4.6,4.6,4.7,4.7,4.8,4.9,5,5.52,0,5.5,0,0,0,0.03,0.05,0.78774
"131",1998.2,1.6,1.7,1.7,1.9,1.6,1.6,1.0589,1.58313,"Clinton",2,"Clinton2",0,1,0,10,0,45,55,207,226,0.8181818,0.9159292,6,0,4.0948,63.77963,19.99747,99.37691,4.4,4.4,4.5,4.5,4.6,4.7,4.7,5.5,0,5.5,0,0,0,0,0.03,0.78774
"132",1998.3,1.4,1.4,1.7,1.4,1.4,1.4,1.15387,1.59639,"Clinton",2,"Clinton2",0,1,0,9,0,45,55,207,226,0.8181818,0.9159292,4.2,0,1.81199,62.46262,19.70567,98.9296,4.5,4.5,4.6,4.7,4.9,5,5.1,5.53,0,5.42,-0.02,-0.02,-0.02,-0.02,-0.02,0.78774
"133",1998.4,1.1,1.7,1.3,1.5,1.4,1.9,1.03667,1.52536,"Clinton",2,"Clinton2",0,1,0,8,0,45,55,207,226,0.8181818,0.9159292,3.6,0,4.36608,62.19016,19.58571,98.06591,4.4,4.6,4.6,4.7,4.8,5,5.1,4.86,-0.13,4.83,-0.12,-0.14,-0.14,-0.14,-0.14,0.78774
"134",1999.1,1.7,1.4,1.5,1.5,2.2,1.8,1.31327,1.68704,"Clinton",2,"Clinton2",0,1,0,7,0,45,55,211,223,0.8181818,0.9461883,3.5,0,5.41417,61.77574,19.3822,98.03795,4.3,4.3,4.3,4.3,4.3,4.3,4.4,4.73,-0.17,4.75,-0.02,-0.14,-0.16,-0.16,-0.16,1.34292
"135",1999.2,1.4,1.5,1.5,1.8,1.6,1.6,1.48916,2.1128,"Clinton",2,"Clinton2",0,1,0,6,0,45,55,211,223,0.8181818,0.9461883,4.3,0,4.877,60.94265,19.19785,98.21239,4.3,4.2,4.1,4,4.1,4.1,4.2,4.75,-0.02,4.83,0.02,0,-0.12,-0.14,-0.14,1.34292
"136",1999.3,1.4,1.6,2.2,1.8,1.9,1.9,1.46613,2.34625,"Clinton",2,"Clinton2",0,1,0,5,0,45,55,211,223,0.8181818,0.9461883,4.5,0,6.86011,60.14047,19.13749,97.82777,4.2,4.2,4.2,4.2,4.2,4.3,4.3,5.09,0.07,5.17,0.06,0.08,0.06,-0.05,-0.06,1.34292
"137",1999.4,1.7,2.1,1.7,1.7,1.7,2.1,1.61467,2.61983,"Clinton",2,"Clinton2",0,1,0,4,0,45,55,211,223,0.8181818,0.9461883,4.5,0,5.86926,60.11939,19.10135,97.0201,4.1,4.1,4.1,4,4,4,4.1,5.31,0.11,5.42,0.05,0.11,0.12,0.11,0,1.34292
"138",2000.1,2.1,1.8,1.9,1.8,2.1,1.7,1.95654,3.258,"Clinton",2,"Clinton2",0,1,0,3,0,45,55,211,223,0.8181818,0.9461883,4.5,0,5.71689,59.46127,18.82383,97.60029,4,4,4,4,4,4.1,4.1,5.68,0.1,5.75,0.06,0.1,0.16,0.17,0.16,2.37392
"139",2000.2,2.7,1.9,1.8,2.1,1.9,2,2.04524,3.29343,"Clinton",2,"Clinton2",0,1,0,2,0,45,55,211,223,0.8181818,0.9461883,4.3,0,3.59633,57.15027,18.81778,96.6007,3.9,3.9,3.8,3.8,3.9,3.9,3.9,6.27,0.15,6.33,0.09,0.14,0.18,0.24,0.25,2.37392
"140",2000.3,1.5,1.6,2.2,1.7,1.8,1.8,2.28869,3.4689,"Clinton",2,"Clinton2",0,1,0,1,1,45,55,211,223,0.8181818,0.9461883,3.2,0,2.08636,56.64267,18.79611,97.3736,4,4,4,4.1,4.1,4.2,4.3,6.52,0.13,6.5,0.03,0.12,0.17,0.21,0.26,2.37392
"141",2000.4,2.2,2.4,1.7,1.7,1.8,2.1,2.38695,3.44351,"Clinton",2,"Clinton2",0,1,1,0,1,45,55,211,223,0.8181818,0.9461883,0.5,0,0.55844,55.89662,18.8059,97.63569,3.9,4,4.1,4.2,4.3,4.4,4.4,6.47,0.03,6.5,0,0.03,0.12,0.17,0.21,2.37392
"142",2001.1,3,1.8,1.6,1.6,1.9,1.6,2.31438,3.40976,"GW Bush",1,"GW Bush1",1,0,0,15,0,50,50,212,221,1,0.959276,-2.2,0,-1.13686,56.79964,19.1095,98.80965,4.2,4.4,4.7,5,5.2,5.3,5.4,5.59,-0.17,5.33,-0.22,-0.22,-0.19,-0.08,-0.02,1.24668
"143",2001.2,3.1,1.3,1.3,2,1.7,1.8,2.50616,3.32491,"GW Bush",1,"GW Bush1",1,0,0,14,0,50,50,212,221,1,0.959276,-4.5,1,-0.10695,55.59313,19.10438,98.9943,4.4,4.6,4.9,5.1,5.3,5.4,5.4,4.33,-0.49,4.08,-0.31,-0.59,-0.59,-0.55,-0.41,1.24668
"144",2001.3,1.5,1.8,2.2,1.7,1.8,1.8,2.23074,2.67803,"GW Bush",1,"GW Bush1",1,0,0,13,0,50,50,212,221,1,0.959276,-5.9,1,-0.90762,56.35469,19.40088,100.0679,4.8,4.7,5.1,5.3,5.5,5.6,5.6,3.5,-0.6,3.42,-0.2,-0.56,-0.9,-0.9,-0.85,1.24668
"145",2001.4,0.4,2,1.7,1.7,1.6,2,2.00145,1.87508,"GW Bush",1,"GW Bush1",1,0,0,12,0,50,50,212,221,1,0.959276,-6.4,1,2.5878,57.29665,19.37029,100.4627,5.5,5.4,5.9,6,6.1,6.1,6.1,2.13,-1.03,2.08,-0.64,-0.96,-1.56,-2.12,-2.12,1.24668
"146",2002.1,1.7,1.6,1.5,1.4,1.7,1.3,1.66904,1.23195,"GW Bush",1,"GW Bush1",1,0,0,11,0,50,50,212,221,1,0.959276,-4.1,0,1.07163,57.20739,19.67291,100.3477,5.7,5.9,6,6,6,5.9,5.9,1.73,-1.02,1.75,-0.19,-0.95,-1.33,-2.05,-2.71,-1.48237
"147",2002.2,2.1,1.3,1.4,1.8,1.3,1.3,1.41047,1.31765,"GW Bush",1,"GW Bush1",1,0,0,10,0,50,50,212,221,1,0.959276,-1.1,0,0.87038,57.78652,19.88417,100.5084,5.8,5.9,5.9,5.7,5.6,5.5,5.5,1.75,-0.22,1.75,0,-0.19,-0.95,-1.33,-2.05,-1.48237
"148",2002.3,0.8,1.3,1.7,1.4,1.4,1.4,1.53019,1.57628,"GW Bush",1,"GW Bush1",1,0,0,9,0,50,50,212,221,1,0.959276,1.5,0,2.47404,58.19857,19.79872,100.6877,5.7,6,6,6,5.9,5.7,5.7,1.74,0.01,1.75,0,0,-0.19,-0.95,-1.33,-1.48237
"149",2002.4,1.8,1.6,1.2,1.3,1.3,1.7,1.82954,2.25352,"GW Bush",1,"GW Bush1",1,0,0,8,0,50,50,212,221,1,0.959276,2.7,0,-1.19559,59.49444,20.02619,101.3226,5.9,5.9,6.2,6.2,6.1,6.1,6,1.44,-0.22,1.42,-0.24,-0.24,-0.24,-0.47,-1.41,-1.48237
"150",2003.1,1.2,1.2,1.2,1.3,1.6,1.2,2.17683,2.97641,"GW Bush",1,"GW Bush1",1,0,0,7,0,48,51,205,229,0.9411765,0.8951965,2.6,0,0.43235,59.34177,20.08652,101.5679,5.9,6.2,6.2,6.2,6.1,6,5.8,1.25,-0.39,1.25,-0.13,-0.4,-0.4,-0.4,-0.67,-3.38878
"151",2003.2,1,1.1,1.2,1.6,1.2,1.1,2.02375,2.00594,"GW Bush",1,"GW Bush1",1,0,0,6,0,48,51,205,229,0.9411765,0.8951965,0.5,0,1.51844,60.57359,20.68546,101.3631,6.1,6,6.1,6.1,6.1,6,5.9,1.25,-0.15,1.17,-0.07,-0.21,-0.5,-0.5,-0.5,-3.38878
"152",2003.3,0.9,1,1.3,0.9,0.9,0.9,2.13943,2.21689,"GW Bush",1,"GW Bush1",1,0,0,5,0,48,51,205,229,0.9411765,0.8951965,0.1,0,2.8482,60.26886,20.24682,100.351,6.1,6.3,6.2,6,5.9,5.8,5.5,1.02,-0.23,1,-0.17,-0.25,-0.42,-0.75,-0.75,-3.38878
"153",2003.4,0.8,1.1,0.9,1,1,1.4,2.08733,2.00165,"GW Bush",1,"GW Bush1",1,0,0,4,0,48,51,205,229,0.9411765,0.8951965,1,0,3.19473,61.30606,20.17031,100.0876,5.8,6.2,6,5.8,5.7,5.4,5.2,1,-0.25,1,0,-0.17,-0.25,-0.42,-0.75,-3.38878
"154",2004.1,1.6,0.6,0.6,0.8,1.3,1,2.23629,1.81767,"GW Bush",1,"GW Bush1",1,0,0,3,0,48,51,205,229,0.9411765,0.8951965,0.6,0,4.36216,61.5283,20.30734,100.0285,5.7,5.8,5.6,5.4,5.3,5.2,5.1,1,-0.02,1,0,0,-0.17,-0.25,-0.42,-3.48196
"155",2004.2,1.6,0.6,0.7,1.4,1.2,1.2,2.80967,2.78587,"GW Bush",1,"GW Bush1",1,0,0,2,0,48,51,205,229,0.9411765,0.8951965,1.6,0,3.45334,61.84134,20.177,99.9949,5.6,5.6,5.5,5.4,5.3,5.3,5.2,1.01,0.01,1.08,0.08,0.08,0.08,-0.08,-0.15,-3.48196
"156",2004.3,0.9,1.2,1.9,1.6,1.6,1.5,2.99564,2.67523,"GW Bush",1,"GW Bush1",1,0,0,1,1,48,51,205,229,0.9411765,0.8951965,2,0,2.29923,61.82027,20.15532,99.85423,5.4,5.6,5.5,5.4,5.4,5.4,5.3,1.43,0.3,1.5,0.28,0.33,0.33,0.33,0.22,-3.48196
"157",2004.4,1.7,1.6,1.3,1.4,1.5,1.8,3.2088,3.38513,"GW Bush",1,"GW Bush1",1,0,1,0,1,48,51,205,229,0.9411765,0.8951965,2.7,0,3.57197,62.65429,20.13214,99.60904,5.4,5.5,5.5,5.4,5.4,5.4,5.4,1.95,0.48,2,0.25,0.46,0.5,0.5,0.5,-3.48196
"158",2005.1,1.3,1.6,1.6,1.5,1.9,1.6,3.28733,3.03535,"GW Bush",2,"GW Bush2",0,0,0,15,0,44,55,202,231,0.8,0.8744588,4.1,0,3.0079,62.91106,20.38214,99.16679,5.3,5.4,5.3,5.3,5.3,5.3,5.2,2.47,0.42,2.5,0.2,0.4,0.57,0.6,0.6,-2.52195
"159",2005.2,2.6,1.2,1.5,2.1,1.8,1.8,3.09885,2.92294,"GW Bush",2,"GW Bush2",0,0,0,14,0,44,55,202,231,0.8,0.8744588,4.2,0,4.12399,62.69197,20.3632,99.2864,5.1,5.3,5.3,5.3,5.3,5.3,5.3,2.94,0.34,3,0.17,0.33,0.5,0.64,0.67,-2.52195
"160",2005.3,1.6,2,2.4,2,2,2,3.40047,3.81957,"GW Bush",2,"GW Bush2",0,0,0,13,0,44,55,202,231,0.8,0.8744588,3.2,0,3.43054,62.32194,20.36988,99.0651,5,5,5,5,5,5,5,3.46,0.29,3.5,0.14,0.29,0.43,0.57,0.69,-2.52195
"161",2005.4,3,1.8,2.2,2.1,2.1,2.2,3.50341,3.6745,"GW Bush",2,"GW Bush2",0,0,0,12,0,44,55,202,231,0.8,0.8744588,3,0,1.6436,63.32966,20.42104,99.11405,5,5,5,5,5,5,5.1,3.98,0.26,4,0.12,0.25,0.38,0.5,0.62,-2.52195
"162",2006.1,2.1,2.5,2.2,2,2.2,1.9,3.31126,3.69086,"GW Bush",2,"GW Bush2",0,0,0,11,0,44,55,202,231,0.8,0.8744588,2.1,0,3.55721,63.60384,20.37093,98.44166,4.7,5,5,5,5,5,5.1,4.46,0.22,4.58,0.13,0.24,0.35,0.45,0.56,-1.85525
"163",2006.2,3.2,1.9,2.1,2.3,2.4,2.2,3.53063,3.92426,"GW Bush",2,"GW Bush2",0,0,0,10,0,44,55,202,231,0.8,0.8744588,1.6,0,1.51757,63.16421,20.48851,98.6287,4.6,4.7,4.8,4.8,4.9,4.9,4.9,4.91,0.19,5,0.08,0.2,0.3,0.4,0.5,-1.85525
"164",2006.3,3,1.6,2.1,2.6,2.5,2.2,3.24883,3.34028,"GW Bush",2,"GW Bush2",0,0,0,9,0,44,55,202,231,0.8,0.8744588,2,0,1.05204,63.32986,20.56831,99.20046,4.6,4.7,4.8,4.9,5,5.1,5.2,5.25,0.15,5.25,0.05,0.13,0.24,0.33,0.43,-1.85525
"165",2006.4,1.6,3,2.7,2.6,2.4,2.6,2.86363,1.9654,"GW Bush",2,"GW Bush2",0,0,0,8,0,44,55,202,231,0.8,0.8744588,0.9,0,2.17852,63.89941,20.15651,99.13208,4.4,4.7,4.8,5,5,5.1,5.1,5.25,0.06,5.25,0,0.05,0.13,0.24,0.33,-1.85525
