"","variable","value","QrtEstimate","Lower","Upper"
"338","Rep",-0.307935627013965,2,FALSE,FALSE
"339","Rep",-0.300580987452303,2,FALSE,FALSE
"340","Rep",-0.376478553635405,2,FALSE,FALSE
"341","Rep",-0.311939392417727,2,FALSE,FALSE
"342","Rep",-0.353353979502613,2,FALSE,FALSE
"343","Rep",-0.192466629045242,2,FALSE,FALSE
"344","Rep",-0.279093708787501,2,FALSE,FALSE
"345","Rep",-0.230310317942676,2,FALSE,FALSE
"346","Rep",-0.341163928343117,2,FALSE,FALSE
"347","Rep",-0.248029088418348,2,FALSE,FALSE
"348","Rep",-0.232353013329837,2,FALSE,FALSE
"349","Rep",-0.24447556458917,2,FALSE,FALSE
"350","Rep",-0.295945122181158,2,FALSE,FALSE
"351","Rep",-0.329722637508678,2,FALSE,FALSE
"352","Rep",-0.272697796368029,2,FALSE,FALSE
"353","Rep",-0.18388510166545,2,FALSE,FALSE
"354","Rep",-0.212745612779412,2,FALSE,FALSE
"355","Rep",-0.23202430567394,2,FALSE,FALSE
"356","Rep",-0.230269644504183,2,FALSE,FALSE
"357","Rep",-0.215671030751426,2,FALSE,FALSE
"358","Rep",-0.182257061501573,2,FALSE,FALSE
"359","Rep",-0.235594431178262,2,FALSE,FALSE
"360","Rep",-0.17319167424873,2,FALSE,FALSE
"361","Rep",-0.218595390735953,2,FALSE,FALSE
"362","Rep",-0.241786158303677,2,FALSE,FALSE
"363","Rep",-0.33937650328729,2,FALSE,FALSE
"364","Rep",-0.294182534769884,2,FALSE,FALSE
"365","Rep",-0.349986186348687,2,FALSE,FALSE
"366","Rep",-0.354772206649633,2,FALSE,FALSE
"367","Rep",-0.26646666480413,2,FALSE,FALSE
"368","Rep",-0.287725063017372,2,FALSE,FALSE
"370","Rep",-0.216141609905667,2,FALSE,FALSE
"371","Rep",-0.214739113735912,2,FALSE,FALSE
"373","Rep",-0.374822701542533,2,FALSE,FALSE
"374","Rep",-0.296662982056206,2,FALSE,FALSE
"375","Rep",-0.395574310431003,2,FALSE,FALSE
"376","Rep",-0.33171992466775,2,FALSE,FALSE
"377","Rep",-0.359248735022711,2,FALSE,FALSE
"378","Rep",-0.33504438875227,2,FALSE,FALSE
"379","Rep",-0.347813544109876,2,FALSE,FALSE
"380","Rep",-0.304811428163908,2,FALSE,FALSE
"381","Rep",-0.152161476109251,2,FALSE,FALSE
"382","Rep",-0.36972449583525,2,FALSE,FALSE
"383","Rep",-0.361553630851426,2,FALSE,FALSE
"384","Rep",-0.194983665876112,2,FALSE,FALSE
"385","Rep",-0.266282253817534,2,FALSE,FALSE
"386","Rep",-0.238282045970524,2,FALSE,FALSE
"387","Rep",-0.38872150447322,2,FALSE,FALSE
"388","Rep",-0.391075921909588,2,FALSE,FALSE
"389","Rep",-0.273509926483792,2,FALSE,FALSE
"390","Rep",-0.288316073781372,2,FALSE,FALSE
"391","Rep",-0.19292482417104,2,FALSE,FALSE
"392","Rep",-0.240125568149439,2,FALSE,FALSE
"393","Rep",-0.221745345211405,2,FALSE,FALSE
"394","Rep",-0.377014127992155,2,FALSE,FALSE
"395","Rep",-0.326496969653923,2,FALSE,FALSE
"396","Rep",-0.393620845699969,2,FALSE,FALSE
"397","Rep",-0.197457033436536,2,FALSE,FALSE
"398","Rep",-0.243642564063628,2,FALSE,FALSE
"399","Rep",-0.309395259014724,2,FALSE,FALSE
"400","Rep",-0.272718530097184,2,FALSE,FALSE
"401","Rep",-0.224921986446506,2,FALSE,FALSE
"402","Rep",-0.297736062014362,2,FALSE,FALSE
"403","Rep",-0.391420867480562,2,FALSE,FALSE
"404","Rep",-0.305106470116532,2,FALSE,FALSE
"405","Rep",-0.188603713717666,2,FALSE,FALSE
"406","Rep",-0.184643949804265,2,FALSE,FALSE
"407","Rep",-0.226486022353922,2,FALSE,FALSE
"408","Rep",-0.376670228251111,2,FALSE,FALSE
"409","Rep",-0.247286019099905,2,FALSE,FALSE
"410","Rep",-0.189858330681439,2,FALSE,FALSE
"411","Rep",-0.383091855494128,2,FALSE,FALSE
"412","Rep",-0.315636943085826,2,FALSE,FALSE
"413","Rep",-0.367613863918055,2,FALSE,FALSE
"414","Rep",-0.234435089791973,2,FALSE,FALSE
"415","Rep",-0.407056305874544,2,FALSE,FALSE
"416","Rep",-0.246293856635855,2,FALSE,FALSE
"417","Rep",-0.172434829042048,2,FALSE,FALSE
"418","Rep",-0.263120960958566,2,FALSE,FALSE
"419","Rep",-0.301947465367177,2,FALSE,FALSE
"420","Rep",-0.355903466293706,2,FALSE,FALSE
"421","Rep",-0.26654029063045,2,FALSE,FALSE
"422","Rep",-0.332965045835502,2,FALSE,FALSE
"423","Rep",-0.178498855378736,2,FALSE,FALSE
"424","Rep",-0.16821912575692,2,FALSE,FALSE
"425","Rep",-0.249629198812307,2,FALSE,FALSE
"426","Rep",-0.164367180827804,2,FALSE,FALSE
"427","Rep",-0.299939968605084,2,FALSE,FALSE
"428","Rep",-0.243837514505151,2,FALSE,FALSE
"429","Rep",-0.373055442454978,2,FALSE,FALSE
"430","Rep",-0.177248201281822,2,FALSE,FALSE
"431","Rep",-0.28739466125371,2,FALSE,FALSE
"432","Rep",-0.345990383937764,2,FALSE,FALSE
"433","Rep",-0.209388480196028,2,FALSE,FALSE
"434","Rep",-0.296880993534359,2,FALSE,FALSE
"435","Rep",-0.356290371324628,2,FALSE,FALSE
"436","Rep",-0.403816664610779,2,FALSE,FALSE
"437","Rep",-0.288541767717684,2,FALSE,FALSE
"438","Rep",-0.334575404462998,2,FALSE,FALSE
"439","Rep",-0.405763949549761,2,FALSE,FALSE
"440","Rep",-0.130159375465507,2,FALSE,FALSE
"441","Rep",-0.156472707368547,2,FALSE,FALSE
"442","Rep",-0.274482527767754,2,FALSE,FALSE
"443","Rep",-0.329603185812039,2,FALSE,FALSE
"444","Rep",-0.230269520848161,2,FALSE,FALSE
"445","Rep",-0.334673578855665,2,FALSE,FALSE
"446","Rep",-0.340798555922457,2,FALSE,FALSE
"447","Rep",-0.161993709977831,2,FALSE,FALSE
"448","Rep",-0.205763581227626,2,FALSE,FALSE
"449","Rep",-0.185327557580121,2,FALSE,FALSE
